"Data Source","World Development Indicators",

"Last Updated Date","2021-11-23",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Mozambique","MOZ","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.59","","","","","",
"Mauritania","MRT","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.02","","","","","10.33","","","",
"Mauritius","MUS","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.4","26.47","30.12","26.8","25.34","27.25","25.79","26.44","25.36","26.01","26.06","25.05","24.82","24.35","27.1","27.49","27.07","29.52","27.22","",
"Malawi","MWI","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.85","","","","","","56.87","","58.12","","","","23.46","","","",
"Malaysia","MYS","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.7399997711182","","","31.31","30.39","31.29","31.56","","33.14","30.3600006103516",
"North America","NAC","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","38.2","37.9","38.3","37.6","38.2","39.2","41.9","43","43.8","45.8","45.7","44.7","46.4","48.8","49.6","48.3","49.7831992154836","51.2368054506024","53.6532491007136","54.7845623062822","54.1286337261775","53.7082010768986","52.1999559996807","52.3776812001961","54.461718864503","55.5236997753196","56.2298373269524","57.3368455966382","57.9306959592391","58.1220038977206","56.4808039986528","54.353869863872","53.8412268868142","54.1984861983364","55.1490321616991","54.9463891133703","54.9461801351027","55.4766057825372","56.6541083030433","56.6512072930156","57.2204129857998","56.0572855215711","54.6001137947513","53.058958149462","52.7927811702275","53.216411310532","52.9211470903869","52.5597482552616","51.1146140102146","47.9801429850552","46.1678304194447","45.9883408127004","46.355348802335","46.9695329480484","47.987404324723","49.0399679138813","49.508233188906","50.5999840581581","50.9771485257935","51.8090792238103","45.7127393207681",
"Namibia","NAM","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.4200000762939","","16.89","17.67","17.49","","16.35","","16.24","","",
"New Caledonia","NCL","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.37","","","","","","",
"Niger","NER","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.94","17.19","","51.08","","","7.3","","","",
"Nigeria","NGA","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.52","","18.7","","","","","","24.09","",
"Nicaragua","NIC","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.93","","28.26","","","","","","",
"Netherlands","NLD","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","39.28","","39.57","","48.08","48.02","49.31","52.15","52.92","55.91","54.03","54.25","53.94","53.86","55.42","58.9","62.5","66.73","69.16","69.22","68.34","65.93","59.14","59.6","62.15","63.77","63.33","61.65","62.62","62.52","61.02","58.85","61.66","62.11","63.58","65.15","65.96","63.56",
"Norway","NOR","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.69","48.94","47.31","45.79","46.62","45.27","51","52.46","56.22","55.75","56.55","56.92","57.89","56.02","56.89","53.65","52.96","56.18","58.13","54.3","52.58","52.26","53.8","53.82","52.13","51.75","50.06","49.11","49.82","50.45","49.84",
"Nepal","NPL","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.81","","","","","","","","","15.44","","","",
"Nauru","NRU","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.72","","","","","","","",
"New Zealand","NZL","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","62.69","62.43","58.21","53.75","55.83","52.56","51.11","50.73","52.87","55.3","56.07","55.22","53.41","51.52","52.15","52.65","53.44","53.19","52.51","53.13","55.06","55.61","53.46","48.49","47.44","47.4","46.7","47.26","49.19","50.84","51.68","52.9","55.93","56.02","54.01",
"OECD members","OED","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","44.7458779468453","45.8630801444551","46.2623349679512","45.6212550851714","46.2314390939558","46.5923902382073","47.262626269478","45.5867065354313","43.7214838673939","41.9164537745217","40.8099930889727","40.7213210637474","40.3189943346727","39.825091849083","39.7644644816491","40.2893529272183","40.4655812965609","40.7207022907216","39.9212306260972","39.1695060257701","38.4446210405143","38.0192294707036","38.5737168706095","38.7764920539986","38.8279370629825","38.410642091688","36.7164358716624","35.9628566453569","35.9471017979123","35.9134046676513","36.0866710040561","36.4561529346905","37.0953199969112","37.6146383093519","38.087065885676","38.6102939517046","39.0861944547481","34.7063432887566",
"Oman","OMN","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.61","","","","","","9.3","","","","6.71999979019165",
"Other small states","OSS","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pakistan","PAK","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.82","16.81","17.14","18.3","18.84","18.81","","18.45","19.19","18.7","","","17.03","","",
"Panama","PAN","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.95","25.02","27.43","29.53","27.93","25.88","26.48","26.74","27","27.49","20.92",
"Peru","PER","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.26","56.95","58.63","54.29","55.77","57.79","58.83","59.2","60.08","58.75","57.11","56.8","54.44","51.93","52.34","53.02","52.63","53.24","39.9700012207031",
"Philippines","PHL","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.1","","29.06","29.04","29.49","28.97","28.85","27.68","28.12","28.23","29.29","28.98","28.4","29.07","28.22","27.5","25.05","24.96","24.76","21.2800006866455",
"Palau","PLW","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.79","","","","","","","","","","","","","","25.25","","","","","","",
"Papua New Guinea","PNG","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.62","","","","","","","","","","",
"Poland","POL","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.22","25.86","24.76","23.55","23.78","23.62","24.52","21.47","21.87","21.81","19.6","18.24","18.27","19.61","20.98","22.36","23.7","23.16","22.09","19.98","19.86","19.51","21.35","21.3","23.75","25.17","27.02","27.8","24.22",
"Pre-demographic dividend","PRE","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico","PRI","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.9","14.4","16.7","","","","","","","","",
"Korea, Dem. People's Rep.","PRK","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","39.5","42.34","43.52","44.87","45.98","45","41.04","36.67","34.55","32.27","30.61","32.62","38.69","37.47","35.21","36.57","36.71","34.48","31.97","30.8","30.68","30.15","30.35","29.16","26","24.5","21.2","20.39","21.87","21.5","22.25","24.08","25.08","25.5","21.19",
"Paraguay","PRY","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.13","33.92","","37.8","36.14","34.62","38.34","37.76","37.67","35.31","38.39","40.77","36.55","38.3","40.81","41.32","36.32","35.39","38.16","37.57","37.93","37.65","33.7",
"West Bank and Gaza","PSE","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.25","3.76","3.53","4.16","3.94","3.75","4.35","4.65","4.68","5.04","4.23","4.5","3.54","3.06","3.85","4.51","4.16","3.67","3.05","3.37","2.65",
"Pacific island small states","PSS","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","44.7456031979852","45.8747648500389","46.2915273769524","45.647687986104","46.2669818947589","46.6399790214217","47.3094295778123","47.2775086294695","46.2740067777533","45.1495999987063","43.9762486891363","44.0130660049602","43.5860864641147","43.2690109162441","43.3225355565369","43.8048195714743","44.3049947723619","44.8521391709639","44.770419781165","44.1968837376939","43.4647997349579","43.3007811697598","43.5390491143637","43.4456832643244","43.4264466241491","42.9714970440218","40.7862649646809","39.6254235060902","39.5233174860698","39.2578085836834","39.5454398061497","39.51659119017","40.9535762356986","41.6359655546932","41.7112813723838","42.4057228965055","43.2044167098406","39.0879392007128",
"French Polynesia","PYF","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","","","","","","","","","","","18.6","","","","","14.23","","","","","","","","",
"Qatar","QAT","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.77","","27.64","43.33","29.12","31.79","46.04","38.6","40.58","42.43","39.56","",
"Romania","ROU","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.19","33.27","31.87","31.11","29.97","25.82","23.21","25.74","21.59","20.64","20.24","20.17","20.59","19.9","19.7","19.59","18.62","18.04","19.3","17.07","20.36","20.26","19.26","19.72",
"Russian Federation","RUS","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.29","41.58","38.15","36.81","34.46","30.51","27.2","30.24","30.91","29.67","30.7","29.02","28.96","29.8","29.44","30.82","31.78","31.09","30.33","31.06","29.75","30.28","29.46","28.05","27.52","26.01","25.1","24.94","23.45",
"Rwanda","RWA","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.61","","","26.9","27.12","27.07","",
"South Asia","SAS","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.45","","","","","","22.42","","","","","21.82","","","","","17.8212040086133","","13.0460924423067","","","","","","9.08969223579368","7.70781127221793","10.3668294822092",
"Saudi Arabia","SAU","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.3","","","","","","","6.4","5.2","4.8","4.4","","","","4.5","4.22","3.5","2.92","","3.79","3.66","4.03","3.67","3.51","","","3.08","","",
"Sudan","SDN","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.6","","","11.4","","","","","","","","","",
"Senegal","SEN","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.23","","","","","25.34","","","","20.92","24.4899997711182","21.0100002288818","","17.9200000762939","",
"Singapore","SGP","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.48","37.65","37.3","32.57","32.94","31.92","25.54","","","","","","","","34.2","31.28","32.23","28.07","32.8","31.39","32.14","29.9","31.25","35.34","32.98","30.63","32.46","32.3","28.6399993896484",
"Solomon Islands","SLB","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.57","","","","","","","",
"Sierra Leone","SLE","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.72","","","","","","",
"El Salvador","SLV","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.99","28.84","29.3","30.32","29.92","29.11","28.11","29.04","28.47","29.18","29.03","29.6800003051758",
"San Marino","SMR","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.63","",
"Somalia","SOM","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.4","14.44","15.89","13.5","11.51","8.86","9.4","9.67","10.64","11.72","14.18","15.33","15.84","15.89","14.87",
"Sub-Saharan Africa (excluding high income)","SSA","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Sudan","SSD","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.78","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Small states","SST","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sao Tome and Principe","STP","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Suriname","SUR","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.91","17.06","14.82","14.47","15.38","16.45","16.95","16.99","","","","",
"Slovak Republic","SVK","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.7","31.05","33.11","32.75","31.9","29.13","27.86","26.86","24.88","25.61","24.73","23.07","22.53","24.11","21.45","18.67","17.36","15.02","15.95","16.21","16.48","18.03","18.21","21.13","20.56","17.84","16.54",
"Slovenia","SVN","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.95","34.29","33.98","31.23","27.39","26.42","27.16","23.58","29.13","29.82","30.26","31.43","33.17","31.01","30.01","26.9","23.73","23.03","23.96","27.08","26.06","30.39","31.06","29.94","24.04",
"Sweden","SWE","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.96","61.13","53.98","44.13","42.74","38.22","33.82","31.43","31.79","34.98","37.14","46.97","44.28","44.07","39.9","39.75","40.43","42.31","42.08","38.88","39.16","41.02","41.56","42.86","44.01","45.45","45.95","45.97","46.43","45.13","40.07",
"Eswatini","SWZ","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.27","","","","",
"Sint Maarten (Dutch part)","SXM","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.77","","","47.35","43.7","44.26","43.32","47.15","38.89","46.189998626709",
"Syrian Arab Republic","SYR","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.94","5.2","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.24","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.2090636183916","25.2238751674827","25.9030875193905","25.3111342276774","24.9653697910206","24.8960382818827","23.7942202995822","24.0228796226697","24.061054523452","23.7249077809628","23.5809561063184","23.6770824721124","23.5432506926821","23.7665239058952","21.5811109797023",
"Togo","TGO","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.56","","","","","63.23","","","","52.41","","25.78","","","",
"Thailand","THA","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.07","37.65","37.98","37.49","34.35","33.58","33.11","32.72","31.7","32.42","31.59","31.21",
"Tajikistan","TJK","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.64","","","","","","","20.35","","","","",
"Turkmenistan","TKM","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.2550914340536","37.3376219203496","35.504113359527","35.6443734521645","35.5912393670862","36.0273510843236","36.7264298012839","36.0343399006405","34.8912334099394","","34.2868364171197","33.889395706822","33.8482585277493","33.2290204316161","32.9638448709589","31.4613744937554","31.2191030299911","31.9267328344981","32.1103610534704","26.818702841321",
"Timor-Leste","TLS","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.99","","","9.49","","","30.76","","","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.90799558166318","9.17146621228771","8.22446619277233","","7.53568088118303","","6.93454816450461","9.51434794759897","8.83897175417291","7.6608158422624","","","",
"Tonga","TON","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.19","","",
"South Asia (IDA & IBRD)","TSA","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.45","","","","","","22.42","","","","","21.82","","","","","17.8212040086133","","13.0460924423067","","","","","","9.08969223579368","7.70781127221793","10.3668294822092",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Trinidad and Tobago","TTO","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.46","33.46","31.03","33.55","34.98","34.24","33.49","32.46","","","","",
"Tunisia","TUN","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.37","14.5","15.11","14.97","13.36","13.56","11.21","13.27","13.3","","11.41","12.84","12.1","","","",
"Turkey","TUR","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.48","35.6","32.63","26.31","31.02","29.69","30.3","27.39","27.67","28.55","24.76","24.38","24.04","21.72","19.81","19.44","19.33","19.35","19.77","19.31","20.24","21.22","20.73","21.52","22.05","23.02","23.21","23.02","23.32","22.61","19.23",
"Tuvalu","TUV","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.25","","","","",
"Tanzania","TZA","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.58","","","","","74.05","","","","","61.13","69.5599975585938","55.41","67.16","","","","","","",
"Uganda","UGA","Employment to population ratio, ages 15-24, female (%) (national estimate)","SL.EMP.1524.SP.FE.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.12","","","","","27.16","","","",
